3196,2069
3603,4785
1492,265
6161,1650
3727,4873
9507,1184
6792,6399
6431,5486
7692,4304
2275,4590
2337,5581
3693,5979
3911,7248
7975,6885
8417,346
6116,8408
9987,79
5795,345
4992,6955
4435,2187
9126,9910
3806,9230
2130,9045
6826,7436
4332,2647
5137,7338
584,2844
3595,8714
2784,2124
2755,4319
5071,903
3983,167
4249,9694
5848,4563
4286,6942
7252,4790
9026,2051
3877,3259
3432,4466
7892,6782
52,3442
2867,7499
7840,6521
3776,4894
1732,565
5631,2239
1641,7375
7214,3339
2466,4498
5955,5788
5953,7280
4564,1052
8425,6757
5662,3675
221,7154
9956,8272
7355,3557
6398,1536
5861,4967
7426,6735
1347,902
1751,5497
73,1535
4388,8329
1812,3654
5890,9752
371,4797
2382,2660
8638,2198
5877,8677
652,7782
694,5333
8404,1574
6319,4371
5119,4056
2522,8112
744,9887
7858,682
1804,5448
2861,7134
2723,9766
7306,2281
5766,8296
7869,9007
6568,8480
4455,3065
5970,341
180,5449
7957,2994
2112,4871
9436,3148
1765,3566
4203,2202
2973,5415
4465,9839
1211,7577
1526,1465
7411,7620
3235,5471
251,4752
2539,6948
2885,3606
6873,1558
419,6662
4398,9385
8203,7053
7487,842
5229,4193
7416,1789
8872,9398
2214,6702
922,9632
9013,3931
4299,8785
6368,2614
9421,1759
6607,5729
2792,1951
9539,369
5668,7797
2766,5768
2963,8512
9941,610
2688,8671
7661,295
382,757
8382,2539
740,4257
1247,668
8217,6969
5744,7084
6713,6945
7201,3122
2711,3423
1798,8582
6623,3063
3454,9855
8103,2862
503,8643
7962,1907
2945,6126
217,7577
430,6872
3046,3155
6636,1328
2432,7416
1519,8877
7714,9507
9881,8829
8759,3362
5276,2618
1558,1891
2,2707
1099,6329
2106,7836
1749,5761
327,8455
427,9490
6406,2250
537,9825
1644,9647
6862,5818
6197,1200
2444,1743
5959,3551
251,8013
8068,9830
5374,2713
7254,1968
9042,7451
7323,1346
4057,8513
4686,2513
7209,1651
3447,5858
4759,9275
1156,1542
2819,545
1882,4987
7375,5413
4415,1601
1814,3290
1458,2199
8773,9367
9943,9087
9198,5527
2326,2685
1633,7082
9263,3505
4127,47
6428,3684
1430,4813
5351,8865
8191,779
678,678
9833,7660
2513,9501
5305,1989
3359,4825
7747,1942
2656,6259
4246,1403
5660,1955
998,1315
9020,3986
245,4370
8586,644
7198,8651
792,1264
918,3045
4421,3805
7779,7015
595,4762
0,8184
9797,5055
7655,5030
978,9121
4325,7928
7473,5350
2409,2904
7035,1526
8915,2315
8648,9389
9294,6563
402,7434
8051,6542
8987,735
1353,1328
4520,8887
8869,6481
2426,6184
529,5962
6870,1592
8647,3985
2837,6772
5846,7705
8717,3968
2575,8114
5901,5535
2981,359
5021,1509
132,6941
1463,7800
384,5886
6111,1923
2869,4884
6426,1291
6123,263
3209,391
478,6159
5091,2313
6782,3208
171,6255
2978,3511
8687,4215
8638,5290
8858,1861
9984,1225
7854,5668
1547,5024
5954,4059
3165,4690
6381,315
2155,9617
6745,1102
4200,3752
6015,8304
4189,7092
996,459
8139,9842
1230,4606
5465,3906
9768,256
838,696
2040,6451
2232,2829
154,537
9348,6091
585,9586
2585,1070
9269,411
797,9029
6347,7061
2211,1338
1852,9585
3002,7782
214,8197
8599,6103
2507,833
629,7898
7627,3346
1986,6399
5339,5409
3756,9870
5975,6928
1891,933
7613,863
7883,7387
7237,6676
6825,1537
1164,3213
5332,3442
4652,7376
654,2205
